full_date,date,weekday,time,mood,activities,scales,note_title,note
2025-12-27,December 27,Saturday,22:08,meh,meditation | cleaning | date-night | podcast,Sleep quality: 3/5,,
2025-12-28,December 28,Sunday,23:49,meh,coffee | guitar | travel | car-maintenance | hike,Sleep quality: 2/5,,Ended up fun night out that lifted my mood. Grateful for the small things.
2025-12-29,December 29,Monday,19:59,bad,language-practice | hike | wine | party | call-family | reading | baking | car-maintenance,Sleep quality: 5/5,,Ended up busy day running errands. Looking forward to tomorrow. Ended up relaxing afternoon with a book. Grateful for the small things.
2025-12-30,December 30,Tuesday,22:50,meh,movie | coffee | friends | baking | museum | cooking | commute | meeting | hike,Sleep quality: 3/5,,
2025-12-31,December 31,Wednesday,19:05,meh,reading | call-family | gym | cooking | walk | meeting | language-practice | shopping | travel | date-night,Sleep quality: 4/5,,Ended up busy day running errands. Overall a decent day.
2026-01-01,January 1,Thursday,19:44,meh,concert | gym | call-family | music | cooking,Sleep quality: 1/5,,
2026-01-02,January 2,Friday,19:23,meh,cooking | sketching | board-games | podcast | gym | call-family | rain | cleaning | bike,Sleep quality: 2/5,,
2026-01-03,January 3,Saturday,21:47,good,sketching | reading | cleaning | language-practice | doctor | budgeting | dentist | podcast | baking | pottery-class,Sleep quality: 2/5,,
2026-01-04,January 4,Sunday,22:03,good,haircut | yoga | sunny | gym | guitar | baking | movie,Sleep quality: 2/5,,Today was relaxing afternoon with a book. Looking forward to tomorrow.
2026-01-05,January 5,Monday,20:09,good,concert | rain | nap | call-family | travel | meditation | museum | volunteering,Sleep quality: 1/5,,Today was productive stretch of focused work. Could have been better honestly. Started the morning with catch-up with an old friend. Hoping next week is calmer.
2026-01-06,January 6,Tuesday,20:40,good,wine | guitar | call-family | gym | music,Sleep quality: 5/5,,Feeling like catch-up with an old friend. Not much else to report.
2026-01-07,January 7,Wednesday,22:43,meh,wine | hike | cooking | walk | sketching | meeting | doctor | shopping,Sleep quality: 5/5,,Today was productive stretch of focused work. Overall a decent day.
2026-01-08,January 8,Thursday,19:47,bad,cleaning | wine | podcast | commute | board-games | family | gaming | budgeting | party,Sleep quality: 4/5,,
2026-01-09,January 9,Friday,21:19,meh,family | volunteering | work | guitar | doctor | laundry | walk | run,Sleep quality: 2/5,,
2026-01-10,January 10,Saturday,21:05,good,dentist | budgeting | nap | friends | coffee | gym | date-night,Sleep quality: 1/5,,Spent most of the day catch-up with an old friend. Trying to keep a steady routine.
2026-01-11,January 11,Sunday,23:05,meh,swim | bike | work | journaling | meeting | baking | run | laundry,Sleep quality: 3/5,,Today was nice evening cooking dinner. Overall a decent day. Started the morning with tired but satisfied kind of day. Overall a decent day. Spent most of the day stressful meeting that ran long. Could have been better honestly.
2026-01-12,January 12,Monday,20:29,good,shopping | rain | language-practice | travel | nap,Sleep quality: 4/5,,
2026-01-13,January 13,Tuesday,20:24,good,shopping | gym | tea | sunny | rain,Sleep quality: 5/5,,
2026-01-14,January 14,Wednesday,22:42,rad,baking | work | walk | tea | volunteering | concert | podcast | museum | wine | meditation | nap,Sleep quality: 4/5,,Ended up good session at work. Could have been better honestly.
2026-01-15,January 15,Thursday,20:33,good,budgeting | rain | tea | commute | haircut | reading | sketching | coffee | walk | run | doctor,Sleep quality: 3/5,,Today was productive stretch of focused work. Hoping next week is calmer. Ended up productive stretch of focused work. Not much else to report.
2026-01-16,January 16,Friday,19:43,bad,podcast | work | gaming | volunteering | board-games | wine | run,Sleep quality: 3/5,,
2026-01-17,January 17,Saturday,02:46,meh,shopping | car-maintenance | journaling | music | reading | yoga | commute | concert | hike,Sleep quality: 2/5,,Managed to get through long walk that helped clear my head. Trying to keep a steady routine.
2026-01-18,January 18,Sunday,20:52,bad,budgeting | volunteering | guitar | reading | journaling | coffee,Sleep quality: 5/5,,
2026-01-19,January 19,Monday,21:25,good,reading | gardening | tea | museum | doctor | swim,Sleep quality: 1/5,,Had a bit of a struggle with motivation. Trying to keep a steady routine. A pretty busy day running errands. Looking forward to tomorrow.
2026-01-20,January 20,Tuesday,19:54,meh,work | hike | laundry | shopping | call-family | podcast | dentist | doctor | music | sketching | haircut,Sleep quality: 1/5,,
2026-01-22,January 22,Thursday,20:23,good,call-family | coffee | journaling | movie,Sleep quality: 4/5,,Ended up nice evening cooking dinner. Looking forward to tomorrow.
2026-01-23,January 23,Friday,23:02,good,budgeting | nap | call-family | sketching | meeting | sunny,Sleep quality: 5/5,,
2026-01-24,January 24,Saturday,22:57,meh,sketching | language-practice | gaming | date-night | cleaning | gardening | hike | walk | rain | volunteering | budgeting,Sleep quality: 4/5,,Started the morning with catch-up with an old friend. Could have been better honestly. Started the morning with productive stretch of focused work. Overall a decent day. Spent most of the day busy day running errands. Trying to keep a steady routine.
2026-01-25,January 25,Sunday,19:44,meh,nap | walk | baking | reading | gaming | concert,Sleep quality: 3/5,,
2026-01-26,January 26,Monday,20:43,meh,reading | volunteering | haircut | meditation | hike | travel | date-night | sunny | call-family | work | gym,Sleep quality: 5/5,,
2026-01-27,January 27,Tuesday,20:41,rad,baking | shopping | volunteering | commute | groceries | coffee | doctor | laundry | board-games,Sleep quality: 1/5,,Feeling like good session at work. Looking forward to tomorrow.
2026-01-28,January 28,Wednesday,22:20,good,car-maintenance | haircut | family | rain | music | party | dentist | date-night,Sleep quality: 1/5,,
2026-01-29,January 29,Thursday,22:13,meh,rain | family | shopping | podcast | dentist,Sleep quality: 4/5,,
2026-01-30,January 30,Friday,20:59,good,podcast | travel | run | gardening | bike | nap,Sleep quality: 1/5,,Managed to get through long walk that helped clear my head. Need more sleep tonight. Started the morning with tired but satisfied kind of day. Could have been better honestly.
2026-01-31,January 31,Saturday,20:34,good,tea | friends | podcast | bike,Sleep quality: 1/5,,Started the morning with slow start but it picked up. Hoping next week is calmer. Today was quiet day at home. Looking forward to tomorrow. Ended up good session at work. Grateful for the small things.
2026-02-01,February 1,Sunday,22:49,meh,baking | party | gaming | reading | car-maintenance | hike | cooking | museum,Sleep quality: 1/5,,Had a busy day running errands. Hoping next week is calmer. Had a bit of a struggle with motivation. Could have been better honestly. Started the morning with busy day running errands. Trying to keep a steady routine.
2026-02-02,February 2,Monday,23:36,meh,language-practice | wine | reading | groceries | podcast | shopping,Sleep quality: 4/5,,Feeling like fun night out that lifted my mood. Could have been better honestly.
2026-02-03,February 3,Tuesday,19:07,good,tea | yoga | budgeting | bike | gardening | doctor | call-family,Sleep quality: 5/5,,Today was good session at work. Overall a decent day. Started the morning with nice evening cooking dinner. Trying to keep a steady routine.
2026-02-04,February 4,Wednesday,20:18,good,museum | family | gardening | journaling | friends | volunteering | travel | rain | movie | gym,Sleep quality: 4/5,,
2026-02-05,February 5,Thursday,22:43,bad,volunteering | tea | car-maintenance | museum | travel | board-games | sketching | baking,Sleep quality: 2/5,,
2026-02-07,February 7,Saturday,20:24,good,gaming | nap | guitar | rain | gardening,Sleep quality: 3/5,,Today was good session at work. Trying to keep a steady routine. Started the morning with tired but satisfied kind of day. Not much else to report. Had a catch-up with an old friend. Could have been better honestly.
2026-02-08,February 8,Sunday,23:57,meh,museum | dentist | movie | bike | party | gaming | run | date-night | family,Sleep quality: 1/5,,Feeling like busy day running errands. Could have been better honestly. Started the morning with productive stretch of focused work. Could have been better honestly.
2026-02-09,February 9,Monday,19:19,good,doctor | meeting | call-family | sketching | cooking,Sleep quality: 1/5,,
2026-02-10,February 10,Tuesday,02:35,good,wine | work | travel | run | sunny | music | concert | yoga,Sleep quality: 4/5,,Managed to get through stressful meeting that ran long. Need more sleep tonight. Ended up quiet day at home. Looking forward to tomorrow.
2026-02-11,February 11,Wednesday,22:10,good,friends | run | meditation | shopping | travel,Sleep quality: 1/5,,Ended up nice evening cooking dinner. Hoping next week is calmer.
2026-02-12,February 12,Thursday,19:04,good,journaling | gardening | sunny | travel | sketching | meeting | concert,Sleep quality: 4/5,,
2026-02-13,February 13,Friday,21:17,good,swim | commute | gym | museum | gaming | travel | baking | cooking | sketching | party,Sleep quality: 2/5,,Ended up bit of a struggle with motivation. Need more sleep tonight. Ended up long walk that helped clear my head. Overall a decent day. Managed to get through slow start but it picked up. Grateful for the small things.
2026-02-14,February 14,Saturday,21:47,good,cooking | haircut | language-practice | cleaning | concert | travel | reading | work | sketching,Sleep quality: 4/5,,Today was relaxing afternoon with a book. Overall a decent day.
2026-02-15,February 15,Sunday,23:25,meh,board-games | cleaning | language-practice | gaming | haircut | volunteering | meditation | groceries | party | guitar,Sleep quality: 5/5,,Had a good session at work. Grateful for the small things. Spent most of the day slow start but it picked up. Need more sleep tonight. Today was quiet day at home. Grateful for the small things.
2026-02-16,February 16,Monday,20:58,rad,coffee | music | museum | baking | car-maintenance | meditation | doctor | run | budgeting | gardening | laundry,Sleep quality: 2/5,,Ended up tired but satisfied kind of day. Need more sleep tonight.
2026-02-17,February 17,Tuesday,21:30,meh,hike | cooking | doctor | yoga,Sleep quality: 3/5,,Had a slow start but it picked up. Looking forward to tomorrow. Ended up good session at work. Could have been better honestly.
2026-02-18,February 18,Wednesday,19:27,good,budgeting | cooking | walk | date-night | groceries | rain | gym | wine | friends | bike | family,Sleep quality: 4/5,,Had a bit of a struggle with motivation. Grateful for the small things. A pretty long walk that helped clear my head. Could have been better honestly. A pretty quiet day at home. Need more sleep tonight.
2026-02-19,February 19,Thursday,22:15,meh,family | groceries | doctor | yoga | laundry | date-night,Sleep quality: 5/5,,Today was quiet day at home. Need more sleep tonight.
2026-02-20,February 20,Friday,20:20,good,concert | walk | baking | family | coffee | museum | movie | tea | gym | meditation | podcast,Sleep quality: 4/5,,Today was fun night out that lifted my mood. Hoping next week is calmer. Had a slow start but it picked up. Overall a decent day. Spent most of the day quiet day at home. Hoping next week is calmer.
2026-02-21,February 21,Saturday,23:46,good,concert | baking | museum | tea | coffee | cooking | board-games | reading | swim | nap,Sleep quality: 2/5,,A pretty tired but satisfied kind of day. Hoping next week is calmer. Had a busy day running errands. Need more sleep tonight. Started the morning with long walk that helped clear my head. Hoping next week is calmer.
2026-02-22,February 22,Sunday,03:43,good,gym | rain | friends | walk | groceries | travel | gardening | movie | run | haircut,Sleep quality: 4/5,,Had a tired but satisfied kind of day. Overall a decent day. Started the morning with quiet day at home. Hoping next week is calmer. Spent most of the day productive stretch of focused work. Trying to keep a steady routine.
2026-02-23,February 23,Monday,21:29,good,friends | music | podcast | coffee,Sleep quality: 1/5,,Today was tired but satisfied kind of day. Grateful for the small things. Spent most of the day tired but satisfied kind of day. Looking forward to tomorrow. Started the morning with long walk that helped clear my head. Hoping next week is calmer.
2026-02-24,February 24,Tuesday,20:50,good,call-family | meditation | sketching | journaling | language-practice,Sleep quality: 3/5,,Had a nice evening cooking dinner. Trying to keep a steady routine.
2026-02-25,February 25,Wednesday,19:19,good,swim | board-games | laundry | gardening | doctor | bike,Sleep quality: 3/5,,
2026-02-26,February 26,Thursday,05:44,meh,doctor | shopping | guitar | car-maintenance | yoga | cleaning | walk | sketching | run | concert | swim,Sleep quality: 1/5,,Started the morning with fun night out that lifted my mood. Not much else to report. Had a fun night out that lifted my mood. Grateful for the small things. Managed to get through nice evening cooking dinner. Could have been better honestly.
2026-02-27,February 27,Friday,19:17,meh,gardening | call-family | commute | run,Sleep quality: 4/5,,Ended up bit of a struggle with motivation. Grateful for the small things. Managed to get through relaxing afternoon with a book. Trying to keep a steady routine.
2026-02-28,February 28,Saturday,22:00,good,family | run | commute | haircut | call-family,Sleep quality: 2/5,,A pretty bit of a struggle with motivation. Looking forward to tomorrow. Spent most of the day nice evening cooking dinner. Overall a decent day. Feeling like quiet day at home. Overall a decent day.
2026-03-01,March 1,Sunday,23:24,bad,rain | travel | baking | language-practice | nap | meeting | run | doctor | date-night | bike,Sleep quality: 1/5,,Spent most of the day long walk that helped clear my head. Looking forward to tomorrow. Had a nice evening cooking dinner. Not much else to report.
2026-03-02,March 2,Monday,23:39,bad,gardening | gym | run | groceries | swim | doctor | volunteering | museum | cleaning | work,Sleep quality: 3/5,,A pretty tired but satisfied kind of day. Hoping next week is calmer.
2026-03-03,March 3,Tuesday,19:40,good,sunny | cleaning | gym | language-practice,Sleep quality: 5/5,,A pretty slow start but it picked up. Need more sleep tonight. A pretty fun night out that lifted my mood. Need more sleep tonight.
2026-03-04,March 4,Wednesday,20:14,meh,sunny | wine | concert | car-maintenance | shopping | nap | groceries | doctor | tea | cooking,Sleep quality: 4/5,,A pretty long walk that helped clear my head. Could have been better honestly.
2026-03-05,March 5,Thursday,20:27,good,guitar | museum | reading | dentist | gaming | cooking | walk | baking,Sleep quality: 2/5,,Managed to get through stressful meeting that ran long. Grateful for the small things.
2026-03-06,March 6,Friday,23:04,good,wine | shopping | work | dentist | commute | yoga | groceries,Sleep quality: 1/5,,Spent most of the day fun night out that lifted my mood. Need more sleep tonight. Ended up good session at work. Could have been better honestly. Feeling like good session at work. Grateful for the small things.
2026-03-07,March 7,Saturday,23:23,good,rain | podcast | bike | museum | guitar | dentist | swim | laundry | date-night,Sleep quality: 2/5,,Feeling like tired but satisfied kind of day. Overall a decent day. Ended up productive stretch of focused work. Grateful for the small things.
2026-03-08,March 8,Sunday,23:47,meh,reading | travel | family | concert | sketching | podcast | yoga | nap | groceries | volunteering,Sleep quality: 3/5,,Ended up nice evening cooking dinner. Overall a decent day. Managed to get through nice evening cooking dinner. Could have been better honestly.
2026-03-09,March 9,Monday,23:46,good,run | wine | gardening | music | yoga | cooking,Sleep quality: 5/5,,Feeling like tired but satisfied kind of day. Not much else to report.
2026-03-10,March 10,Tuesday,20:54,good,rain | meeting | language-practice | party | haircut | budgeting | volunteering | friends,Sleep quality: 3/5,,Had a fun night out that lifted my mood. Overall a decent day.
2026-03-11,March 11,Wednesday,20:24,good,gardening | groceries | bike | travel,Sleep quality: 2/5,,A pretty quiet day at home. Not much else to report.
2026-03-12,March 12,Thursday,22:43,meh,family | podcast | music | yoga | haircut | run | swim | dentist,Sleep quality: 2/5,,Ended up catch-up with an old friend. Grateful for the small things. Had a nice evening cooking dinner. Grateful for the small things.
2026-03-13,March 13,Friday,20:35,good,museum | rain | laundry | concert | party | guitar | language-practice | shopping,Sleep quality: 3/5,,Spent most of the day stressful meeting that ran long. Need more sleep tonight. Feeling like long walk that helped clear my head. Trying to keep a steady routine.
2026-03-14,March 14,Saturday,20:09,meh,wine | podcast | dentist | bike | meeting | cooking | tea | groceries | work | laundry | volunteering,Sleep quality: 1/5,,A pretty relaxing afternoon with a book. Overall a decent day. Managed to get through tired but satisfied kind of day. Overall a decent day. Today was long walk that helped clear my head. Need more sleep tonight.
2026-03-15,March 15,Sunday,21:33,good,gardening | board-games | family | commute | baking | volunteering | hike,Sleep quality: 4/5,,
2026-03-17,March 17,Tuesday,19:07,meh,dentist | music | commute | yoga | car-maintenance | groceries | gardening | volunteering,Sleep quality: 5/5,,
2026-03-18,March 18,Wednesday,22:45,good,tea | walk | gym | sketching | podcast,Sleep quality: 2/5,,
2026-03-19,March 19,Thursday,22:39,good,date-night | reading | party | friends | gym | gardening | family | groceries | travel,Sleep quality: 5/5,,
2026-03-20,March 20,Friday,23:46,good,bike | podcast | gym | cleaning | wine | concert | hike | museum | swim | gaming | coffee,Sleep quality: 4/5,,Started the morning with productive stretch of focused work. Not much else to report.
2026-03-21,March 21,Saturday,19:03,good,cooking | reading | haircut | rain | museum,Sleep quality: 5/5,,Had a fun night out that lifted my mood. Looking forward to tomorrow.
2026-03-22,March 22,Sunday,21:59,bad,cleaning | run | baking | yoga | wine | laundry | walk | gym | call-family | volunteering | meditation,Sleep quality: 5/5,,Managed to get through fun night out that lifted my mood. Grateful for the small things.
2026-03-23,March 23,Monday,22:57,meh,haircut | groceries | commute | reading | hike,Sleep quality: 1/5,,
2026-03-24,March 24,Tuesday,23:58,meh,gardening | movie | meeting | call-family | meditation | work,Sleep quality: 3/5,,
2026-03-25,March 25,Wednesday,19:40,good,cooking | party | volunteering | walk | dentist,Sleep quality: 1/5,,Started the morning with long walk that helped clear my head. Could have been better honestly. Managed to get through stressful meeting that ran long. Hoping next week is calmer.
2026-03-26,March 26,Thursday,21:41,meh,music | travel | movie | nap | yoga | coffee | journaling | budgeting | shopping | date-night,Sleep quality: 4/5,,Started the morning with relaxing afternoon with a book. Could have been better honestly.
2026-03-27,March 27,Friday,20:32,good,movie | coffee | work | laundry | nap | sketching | walk | run,Sleep quality: 1/5,,Started the morning with slow start but it picked up. Looking forward to tomorrow. Started the morning with stressful meeting that ran long. Overall a decent day.
2026-03-28,March 28,Saturday,03:22,meh,groceries | dentist | cleaning | budgeting | sketching | doctor | meditation | haircut | journaling,Sleep quality: 1/5,,
2026-03-29,March 29,Sunday,20:32,good,cleaning | music | gym | gaming,Sleep quality: 3/5,,
2026-03-30,March 30,Monday,03:31,bad,date-night | gaming | wine | bike | haircut,Sleep quality: 3/5,,Had a stressful meeting that ran long. Grateful for the small things.
2026-03-31,March 31,Tuesday,19:16,bad,coffee | commute | doctor | date-night | rain | gaming | travel | gym,Sleep quality: 5/5,,Today was relaxing afternoon with a book. Need more sleep tonight. Today was nice evening cooking dinner. Not much else to report. Spent most of the day stressful meeting that ran long. Looking forward to tomorrow.
2026-04-01,April 1,Wednesday,00:18,good,party | podcast | cooking | walk | haircut,Sleep quality: 5/5,,Spent most of the day productive stretch of focused work. Hoping next week is calmer. A pretty bit of a struggle with motivation. Looking forward to tomorrow.
2026-04-02,April 2,Thursday,23:58,good,hike | movie | coffee | concert | sunny | wine | swim,Sleep quality: 2/5,,Had a nice evening cooking dinner. Hoping next week is calmer. Had a nice evening cooking dinner. Overall a decent day. Ended up stressful meeting that ran long. Hoping next week is calmer.
2026-04-03,April 3,Friday,23:25,good,baking | gaming | date-night | budgeting,Sleep quality: 4/5,,Feeling like quiet day at home. Not much else to report. Feeling like stressful meeting that ran long. Could have been better honestly. Started the morning with catch-up with an old friend. Hoping next week is calmer.
2026-04-04,April 4,Saturday,23:12,rad,cleaning | walk | family | groceries | haircut | journaling | swim,Sleep quality: 1/5,,
2026-04-05,April 5,Sunday,20:18,good,rain | family | meditation | work | volunteering | sunny | run | haircut | cooking | gym | bike,Sleep quality: 4/5,,Today was catch-up with an old friend. Trying to keep a steady routine. Spent most of the day catch-up with an old friend. Hoping next week is calmer. A pretty relaxing afternoon with a book. Need more sleep tonight.
2026-04-06,April 6,Monday,21:12,good,podcast | family | rain | volunteering | meditation | date-night | bike | car-maintenance,Sleep quality: 4/5,,Started the morning with relaxing afternoon with a book. Need more sleep tonight. Today was tired but satisfied kind of day. Hoping next week is calmer.
2026-04-07,April 7,Tuesday,19:28,bad,podcast | music | shopping | rain | travel | budgeting | friends,Sleep quality: 1/5,,Today was nice evening cooking dinner. Grateful for the small things.
2026-04-08,April 8,Wednesday,22:15,meh,shopping | sketching | budgeting | walk | friends | meeting | rain | swim | doctor | language-practice,Sleep quality: 4/5,,
2026-04-09,April 9,Thursday,05:46,rad,wine | bike | commute | gym | walk | music | sunny | concert,Sleep quality: 5/5,,
2026-04-10,April 10,Friday,22:37,good,board-games | rain | hike | movie | cooking | friends | groceries | language-practice | commute,Sleep quality: 5/5,,
2026-04-11,April 11,Saturday,22:19,good,commute | cleaning | nap | budgeting | sunny,Sleep quality: 4/5,,
2026-04-12,April 12,Sunday,19:33,bad,call-family | shopping | run | family | tea | meeting | reading | cleaning | budgeting | board-games,Sleep quality: 1/5,,
2026-04-13,April 13,Monday,20:30,good,work | meeting | party | family | music,Sleep quality: 5/5,,Spent most of the day stressful meeting that ran long. Looking forward to tomorrow.
2026-04-14,April 14,Tuesday,22:30,good,bike | cleaning | groceries | tea | travel,Sleep quality: 2/5,,
2026-04-15,April 15,Wednesday,23:26,meh,gym | journaling | nap | call-family | baking | commute | gardening,Sleep quality: 2/5,,Started the morning with quiet day at home. Overall a decent day.
2026-04-16,April 16,Thursday,19:22,meh,gardening | gym | budgeting | board-games,Sleep quality: 1/5,,
2026-04-17,April 17,Friday,21:29,good,bike | nap | museum | work | language-practice | travel | family | doctor | tea,Sleep quality: 2/5,,Managed to get through slow start but it picked up. Overall a decent day. Had a productive stretch of focused work. Could have been better honestly.
2026-04-18,April 18,Saturday,20:26,meh,gym | swim | friends | sunny | volunteering | doctor | car-maintenance,Sleep quality: 3/5,,Had a bit of a struggle with motivation. Not much else to report.
2026-04-19,April 19,Sunday,20:48,meh,cleaning | reading | family | gaming | travel | run | laundry | tea | nap | hike | dentist,Sleep quality: 1/5,,
2026-04-20,April 20,Monday,23:58,meh,museum | guitar | concert | commute | baking | shopping | haircut | gardening,Sleep quality: 4/5,,Started the morning with catch-up with an old friend. Trying to keep a steady routine. Ended up slow start but it picked up. Overall a decent day. Spent most of the day tired but satisfied kind of day. Looking forward to tomorrow.
2026-04-21,April 21,Tuesday,20:14,meh,podcast | bike | guitar | nap | doctor | journaling | groceries | gym | dentist | budgeting,Sleep quality: 3/5,,A pretty nice evening cooking dinner. Grateful for the small things.
2026-04-22,April 22,Wednesday,19:50,rad,wine | doctor | movie | car-maintenance | hike | gaming | baking,Sleep quality: 4/5,,Had a fun night out that lifted my mood. Looking forward to tomorrow. Managed to get through fun night out that lifted my mood. Need more sleep tonight. Had a good session at work. Trying to keep a steady routine.
2026-04-23,April 23,Thursday,19:52,good,rain | travel | reading | podcast | cleaning | commute | haircut | coffee,Sleep quality: 5/5,,A pretty catch-up with an old friend. Could have been better honestly. Spent most of the day nice evening cooking dinner. Overall a decent day.
2026-04-24,April 24,Friday,21:33,good,sunny | rain | tea | reading | run | volunteering | hike | call-family,Sleep quality: 5/5,,
2026-04-25,April 25,Saturday,20:43,good,groceries | meeting | podcast | call-family | work | journaling | baking,Sleep quality: 1/5,,Started the morning with nice evening cooking dinner. Looking forward to tomorrow. Today was busy day running errands. Hoping next week is calmer.
2026-04-26,April 26,Sunday,23:48,good,nap | museum | swim | car-maintenance | laundry | bike | journaling | gaming,Sleep quality: 2/5,,
2026-04-27,April 27,Monday,21:12,meh,movie | journaling | friends | hike | music | commute,Sleep quality: 3/5,,Started the morning with bit of a struggle with motivation. Grateful for the small things. Spent most of the day bit of a struggle with motivation. Grateful for the small things.
2026-04-28,April 28,Tuesday,21:01,good,cooking | podcast | shopping | language-practice,Sleep quality: 2/5,,A pretty productive stretch of focused work. Hoping next week is calmer.
2026-04-29,April 29,Wednesday,21:28,good,guitar | party | rain | cooking | haircut | meditation | wine | yoga | dentist,Sleep quality: 4/5,,Ended up tired but satisfied kind of day. Hoping next week is calmer. Feeling like good session at work. Overall a decent day. Spent most of the day good session at work. Grateful for the small things.
2026-04-30,April 30,Thursday,23:02,bad,work | cleaning | haircut | dentist | car-maintenance | run | tea | sunny | journaling,Sleep quality: 4/5,,Spent most of the day slow start but it picked up. Hoping next week is calmer. Ended up nice evening cooking dinner. Trying to keep a steady routine.
2026-05-01,May 1,Friday,23:46,good,language-practice | coffee | family | tea | sunny | doctor | swim | laundry,Sleep quality: 4/5,,Spent most of the day catch-up with an old friend. Looking forward to tomorrow. Today was tired but satisfied kind of day. Grateful for the small things.
2026-05-02,May 2,Saturday,21:53,good,shopping | wine | walk | nap,Sleep quality: 2/5,,Ended up good session at work. Grateful for the small things. Had a catch-up with an old friend. Overall a decent day.
2026-05-03,May 3,Sunday,06:24,good,cooking | baking | work | meeting | shopping,Sleep quality: 3/5,,
2026-05-04,May 4,Monday,22:49,meh,sunny | walk | commute | meeting | party | music | nap | call-family | work | podcast | guitar,Sleep quality: 3/5,,Today was busy day running errands. Looking forward to tomorrow. Ended up quiet day at home. Looking forward to tomorrow. A pretty bit of a struggle with motivation. Grateful for the small things.
2026-05-05,May 5,Tuesday,20:34,meh,cooking | laundry | friends | reading | gym | commute,Sleep quality: 3/5,,
2026-05-06,May 6,Wednesday,19:26,good,yoga | museum | coffee | music | shopping | travel | commute,Sleep quality: 2/5,,Ended up good session at work. Not much else to report. Ended up tired but satisfied kind of day. Looking forward to tomorrow. Feeling like busy day running errands. Overall a decent day.
2026-05-07,May 7,Thursday,22:28,good,music | sketching | meeting | movie | date-night | journaling | call-family,Sleep quality: 1/5,,Started the morning with nice evening cooking dinner. Overall a decent day. Had a slow start but it picked up. Not much else to report. A pretty tired but satisfied kind of day. Need more sleep tonight.
2026-05-08,May 8,Friday,19:34,bad,walk | family | nap | commute | dentist | reading,Sleep quality: 5/5,,Managed to get through slow start but it picked up. Need more sleep tonight. Today was long walk that helped clear my head. Grateful for the small things.
2026-05-09,May 9,Saturday,23:47,good,tea | cleaning | bike | shopping | family | hike | walk,Sleep quality: 5/5,,Managed to get through slow start but it picked up. Need more sleep tonight. Feeling like relaxing afternoon with a book. Hoping next week is calmer.
2026-05-10,May 10,Sunday,23:04,good,swim | bike | cleaning | guitar,Sleep quality: 2/5,,Feeling like long walk that helped clear my head. Could have been better honestly.
2026-05-11,May 11,Monday,22:01,bad,travel | movie | call-family | swim | work | family | commute,Sleep quality: 5/5,,
2026-05-12,May 12,Tuesday,21:07,good,language-practice | baking | gym | podcast | commute | party | car-maintenance,Sleep quality: 5/5,,
2026-05-13,May 13,Wednesday,19:07,good,car-maintenance | sunny | coffee | groceries,Sleep quality: 4/5,,Ended up long walk that helped clear my head. Looking forward to tomorrow. Had a quiet day at home. Not much else to report. Started the morning with good session at work. Overall a decent day.
2026-05-14,May 14,Thursday,22:48,meh,haircut | family | doctor | party | meeting | laundry | podcast | friends | nap | hike | run,Sleep quality: 3/5,,A pretty long walk that helped clear my head. Need more sleep tonight. Started the morning with productive stretch of focused work. Trying to keep a steady routine.
2026-05-15,May 15,Friday,23:05,meh,party | sunny | wine | run | volunteering | movie | shopping | doctor,Sleep quality: 2/5,,Started the morning with long walk that helped clear my head. Not much else to report.
2026-05-16,May 16,Saturday,19:48,bad,gardening | date-night | travel | laundry,Sleep quality: 1/5,,Spent most of the day productive stretch of focused work. Grateful for the small things.
2026-05-17,May 17,Sunday,21:35,good,haircut | sunny | language-practice | meeting | podcast | laundry | wine | groceries | volunteering | cleaning,Sleep quality: 4/5,,A pretty long walk that helped clear my head. Looking forward to tomorrow. Feeling like slow start but it picked up. Hoping next week is calmer.
2026-05-18,May 18,Monday,22:56,meh,work | walk | family | budgeting | date-night | music | friends | movie | volunteering,Sleep quality: 3/5,,Today was busy day running errands. Looking forward to tomorrow. Ended up busy day running errands. Not much else to report. Spent most of the day stressful meeting that ran long. Need more sleep tonight.
2026-05-19,May 19,Tuesday,22:49,good,meditation | meeting | date-night | run | family | gym | budgeting,Sleep quality: 3/5,,
2026-05-20,May 20,Wednesday,20:43,good,rain | journaling | gym | wine | haircut,Sleep quality: 3/5,,Spent most of the day tired but satisfied kind of day. Trying to keep a steady routine. Managed to get through tired but satisfied kind of day. Not much else to report.
2026-05-21,May 21,Thursday,20:10,meh,reading | movie | coffee | travel | gym | cleaning,Sleep quality: 5/5,,Started the morning with stressful meeting that ran long. Grateful for the small things. Feeling like quiet day at home. Need more sleep tonight. Started the morning with slow start but it picked up. Trying to keep a steady routine.
2026-05-22,May 22,Friday,20:35,meh,coffee | shopping | bike | wine | journaling | cleaning | travel | family | doctor | baking | dentist,Sleep quality: 4/5,,Today was quiet day at home. Looking forward to tomorrow. Spent most of the day slow start but it picked up. Looking forward to tomorrow. Ended up relaxing afternoon with a book. Trying to keep a steady routine.
2026-05-23,May 23,Saturday,19:27,meh,gaming | yoga | board-games | language-practice | walk | cooking | meeting | journaling | tea | cleaning | sunny,Sleep quality: 1/5,,Today was stressful meeting that ran long. Could have been better honestly. Spent most of the day quiet day at home. Could have been better honestly. Started the morning with bit of a struggle with motivation. Overall a decent day.
2026-05-24,May 24,Sunday,21:05,rad,gym | walk | reading | shopping | tea | concert | coffee | car-maintenance | bike | call-family,Sleep quality: 4/5,,
